ATRIBUTOS:   2         
cross-validation

TAMANHO: 5125

A FREQUENCIA INDEPENDETE DA CLASSE
--------------------------------------
0	4813.0
1	748.0

A FREQUENCIA DA PALAVRA DADA UMA CLASSE
-----------------------------------------
          0	          1	
        3.0	<laplace=1>	Oi
<laplace=1>	        4.0	Valid12hrs
        5.0	<laplace=1>	Fine
      151.0	<laplace=1>	Ok
        3.0	<laplace=1>	forms
       16.0	<laplace=1>	On
<laplace=1>	       32.0	PO
<laplace=1>	        6.0	£10
       35.0	        4.0	Or
        3.0	<laplace=1>	PS
<laplace=1>	        3.0	09058094565
       14.0	<laplace=1>	ring
<laplace=1>	        5.0	0808
<laplace=1>	       11.0	getzed
<laplace=1>	        3.0	Oz
<laplace=1>	        3.0	+std
<laplace=1>	        9.0	ringtones
        3.0	<laplace=1>	cheese
<laplace=1>	        3.0	Bahamas
       16.0	<laplace=1>	decided
        6.0	<laplace=1>	shuhui
        3.0	<laplace=1>	Pa
<laplace=1>	        3.0	*****UP
        3.0	<laplace=1>	Indians
        3.0	<laplace=1>	exe
<laplace=1>	        6.0	java
        3.0	       18.0	pounds
        3.0	<laplace=1>	THANX
        3.0	<laplace=1>	WALES
        3.0	<laplace=1>	nit
<laplace=1>	        4.0	3UZ
        6.0	<laplace=1>	Best
        3.0	<laplace=1>	dance
<laplace=1>	       14.0	0800
<laplace=1>	        4.0	Cup
<laplace=1>	        3.0	BCM4284
<laplace=1>	        6.0	rentl
        5.0	<laplace=1>	remain
        3.0	<laplace=1>	Cuz
        4.0	<laplace=1>	Two
<laplace=1>	        4.0	MUST
        3.0	<laplace=1>	hppnss
<laplace=1>	        3.0	eye
        3.0	        3.0	envelope
<laplace=1>	        3.0	+123
       26.0	<laplace=1>	wanted
       11.0	<laplace=1>	slow
        6.0	<laplace=1>	WANT
<laplace=1>	       18.0	Expires
<laplace=1>	        4.0	MIX
<laplace=1>	        4.0	18yrs
        4.0	<laplace=1>	flash
        7.0	<laplace=1>	feels
<laplace=1>	        3.0	£33
        8.0	<laplace=1>	bucks
       16.0	        3.0	maybe
       33.0	        3.0	another
        5.0	<laplace=1>	students
<laplace=1>	        4.0	1956669
        5.0	<laplace=1>	enemy
        3.0	<laplace=1>	jaya
        5.0	       75.0	Txt
        3.0	<laplace=1>	amused
<laplace=1>	        3.0	86888
        6.0	<laplace=1>	yest
        3.0	<laplace=1>	drunken
<laplace=1>	        4.0	SPOOK
       11.0	<laplace=1>	SO
<laplace=1>	        9.0	SP
<laplace=1>	        3.0	0825
        4.0	<laplace=1>	appt
        3.0	<laplace=1>	apps
       24.0	<laplace=1>	Hows
        6.0	<laplace=1>	Rs
        3.0	<laplace=1>	Umma
<laplace=1>	        4.0	or2stoptxt
        3.0	<laplace=1>	gram
        7.0	<laplace=1>	Howz
        6.0	<laplace=1>	black
        4.0	        3.0	tour
<laplace=1>	        7.0	TC
        5.0	<laplace=1>	boring
        5.0	<laplace=1>	HUNNY
        3.0	<laplace=1>	Sh
        3.0	<laplace=1>	stayed
        3.0	<laplace=1>	Si
<laplace=1>	        4.0	#5000
        5.0	<laplace=1>	2NITE
        9.0	        6.0	TO
      120.0	        3.0	So
        4.0	<laplace=1>	understood
        3.0	<laplace=1>	Other
<laplace=1>	        4.0	U4
        3.0	        3.0	St
<laplace=1>	        5.0	TV
        3.0	<laplace=1>	LATE
<laplace=1>	        3.0	textpod
        6.0	<laplace=1>	jazz
        3.0	<laplace=1>	solved
        4.0	<laplace=1>	remains
        5.0	<laplace=1>	research
<laplace=1>	       16.0	operator
       13.0	<laplace=1>	neva
        5.0	<laplace=1>	white
        3.0	<laplace=1>	furniture
<laplace=1>	       13.0	UK
<laplace=1>	        3.0	of£2000
<laplace=1>	        4.0	08452810073
<laplace=1>	        4.0	88600
        3.0	<laplace=1>	huge
        7.0	       74.0	To
       21.0	<laplace=1>	UP
<laplace=1>	        3.0	1Winaweek
       10.0	       22.0	UR
        5.0	<laplace=1>	Truth
<laplace=1>	        3.0	0844
<laplace=1>	        3.0	Ts
<laplace=1>	        4.0	0845
        3.0	<laplace=1>	jays
<laplace=1>	        6.0	Fancy
<laplace=1>	        3.0	09058094597
        5.0	<laplace=1>	imagine
<laplace=1>	        3.0	Years
       22.0	        4.0	town
<laplace=1>	        3.0	09058094599
       33.0	<laplace=1>	might
<laplace=1>	        3.0	bloomberg
        3.0	<laplace=1>	Sorryin
<laplace=1>	        3.0	FINAL
       23.0	        3.0	girl
        3.0	<laplace=1>	MMM
        3.0	<laplace=1>	sharing
        5.0	       43.0	Free
       16.0	<laplace=1>	whatever
<laplace=1>	        5.0	2optout
<laplace=1>	        3.0	VE
<laplace=1>	        3.0	7876150ppm
        5.0	<laplace=1>	wonders
        4.0	<laplace=1>	LAST
<laplace=1>	        9.0	Camcorder
        3.0	<laplace=1>	Up
        3.0	<laplace=1>	Jerry
       18.0	       15.0	Ur
<laplace=1>	        3.0	Us
<laplace=1>	        3.0	VU
       45.0	       14.0	next
        3.0	<laplace=1>	color
        3.0	<laplace=1>	occupy
       21.0	<laplace=1>	noe
        3.0	<laplace=1>	flaky
        3.0	<laplace=1>	classes
        4.0	<laplace=1>	nearly
<laplace=1>	        5.0	Tenants
<laplace=1>	        3.0	2yr
        5.0	<laplace=1>	WE
      335.0	       21.0	not
        3.0	<laplace=1>	nos
<laplace=1>	        3.0	08700621170150p
        3.0	        4.0	WK
      258.0	      132.0	now
        6.0	<laplace=1>	Tuesday
        3.0	<laplace=1>	lived
       18.0	<laplace=1>	rite
<laplace=1>	        3.0	150PPM
<laplace=1>	        3.0	Box326
       10.0	        8.0	news
        3.0	<laplace=1>	thoughts
<laplace=1>	       15.0	delivery
<laplace=1>	        3.0	CR01327BT
        5.0	<laplace=1>	green
       53.0	<laplace=1>	wan
<laplace=1>	        4.0	wap
      166.0	        8.0	was
        4.0	<laplace=1>	greet
       16.0	<laplace=1>	TIME
        3.0	<laplace=1>	Wa
       67.0	<laplace=1>	wat
       10.0	<laplace=1>	darlin
        3.0	<laplace=1>	Trust
       83.0	       38.0	We
       95.0	<laplace=1>	way
<laplace=1>	        6.0	MP3
      137.0	       14.0	what
        3.0	<laplace=1>	gist
<laplace=1>	        6.0	150p/tone
        3.0	<laplace=1>	Wk
        4.0	<laplace=1>	Wn
<laplace=1>	        9.0	0870
      107.0	        4.0	Sorry
        3.0	<laplace=1>	senthil
        3.0	<laplace=1>	window
       21.0	       12.0	play
        3.0	<laplace=1>	XX
        3.0	<laplace=1>	Behind
        3.0	<laplace=1>	fab
        4.0	<laplace=1>	quickly
        3.0	<laplace=1>	YA
<laplace=1>	        5.0	Break
       10.0	<laplace=1>	decide
      210.0	       10.0	when
        4.0	        3.0	issues
        6.0	<laplace=1>	roommates
<laplace=1>	        8.0	Tenerife
        3.0	<laplace=1>	fan
        4.0	<laplace=1>	YM
       15.0	<laplace=1>	far
        4.0	<laplace=1>	stuck
        3.0	<laplace=1>	2gthr
        7.0	<laplace=1>	fat
        3.0	<laplace=1>	frying
        3.0	<laplace=1>	HOUSE
        9.0	<laplace=1>	catch
       33.0	<laplace=1>	plan
        3.0	        5.0	nokia
       81.0	        7.0	give
        4.0	<laplace=1>	Xy
        4.0	<laplace=1>	Uncle
        3.0	<laplace=1>	rael
        5.0	<laplace=1>	lives
        4.0	<laplace=1>	depends
        3.0	<laplace=1>	Log
<laplace=1>	        5.0	com1win150ppmx3age16
        4.0	<laplace=1>	double
        3.0	<laplace=1>	Hopefully
       23.0	<laplace=1>	Ya
       58.0	<laplace=1>	Lol
<laplace=1>	        3.0	0871750
<laplace=1>	        3.0	8p/min
        3.0	<laplace=1>	limiting
        3.0	<laplace=1>	CaRE
<laplace=1>	        3.0	explicit
       22.0	<laplace=1>	Yo
       75.0	<laplace=1>	didnt
<laplace=1>	        3.0	prizes
        3.0	        3.0	ladies
        5.0	<laplace=1>	PLEASE
        4.0	<laplace=1>	fathima
        3.0	<laplace=1>	raed
        8.0	<laplace=1>	completely
        8.0	<laplace=1>	Always
        3.0	<laplace=1>	Theyre
        3.0	<laplace=1>	chocolate
       10.0	<laplace=1>	study
<laplace=1>	       15.0	CHAT
        3.0	        9.0	direct
        5.0	<laplace=1>	fever
<laplace=1>	        3.0	08712402050
<laplace=1>	        4.0	AWAITING
        6.0	<laplace=1>	couldnt
        3.0	        3.0	receiving
<laplace=1>	        7.0	POBox334
<laplace=1>	        3.0	web
        3.0	<laplace=1>	wee
        6.0	<laplace=1>	wed
<laplace=1>	        3.0	b4280703
        8.0	<laplace=1>	Nice
<laplace=1>	        3.0	2End
<laplace=1>	        3.0	02/09/03
<laplace=1>	        4.0	MSG
       11.0	<laplace=1>	wen
        3.0	<laplace=1>	wer
        9.0	<laplace=1>	Dad
        4.0	<laplace=1>	wet
        3.0	<laplace=1>	electricity
       77.0	        7.0	great
        4.0	<laplace=1>	Dai
       17.0	<laplace=1>	happened
       14.0	<laplace=1>	wrong
        4.0	<laplace=1>	sum1
        5.0	<laplace=1>	shirt
       12.0	        5.0	Speak
        5.0	<laplace=1>	songs
        3.0	<laplace=1>	Dat
<laplace=1>	        6.0	urawinner
        4.0	        4.0	pleased
        3.0	<laplace=1>	heads
        7.0	        6.0	Day
       49.0	<laplace=1>	stuff
        3.0	<laplace=1>	booking
        4.0	<laplace=1>	feb
<laplace=1>	        3.0	housewives
        3.0	<laplace=1>	Frnd
        6.0	<laplace=1>	num
       14.0	<laplace=1>	used
        4.0	<laplace=1>	constantly
        3.0	<laplace=1>	nus
<laplace=1>	        3.0	Jamster
<laplace=1>	        3.0	82468
        4.0	<laplace=1>	looks
        3.0	<laplace=1>	Booked
       45.0	<laplace=1>	few
        3.0	<laplace=1>	exmpel
        4.0	<laplace=1>	Grahmbell
        5.0	<laplace=1>	otherwise
<laplace=1>	        6.0	quoting
        8.0	<laplace=1>	rain
        3.0	<laplace=1>	MUM
        3.0	<laplace=1>	nvm
<laplace=1>	        3.0	300603
        3.0	<laplace=1>	PasswordsATM/SMS
<laplace=1>	        5.0	Wkly
<laplace=1>	        3.0	89080
        3.0	<laplace=1>	tortilla
        4.0	<laplace=1>	market
        3.0	<laplace=1>	effects
       16.0	<laplace=1>	outside
       51.0	        4.0	keep
        3.0	<laplace=1>	effect
<laplace=1>	        3.0	cruise
        3.0	<laplace=1>	topic
        3.0	<laplace=1>	screamed
        3.0	<laplace=1>	ipad
<laplace=1>	       11.0	150p/msg
<laplace=1>	        3.0	150p/Mtmsgrcvd18
        3.0	<laplace=1>	whn
        4.0	<laplace=1>	sugar
<laplace=1>	       17.0	Ltd
       45.0	       31.0	who
        4.0	<laplace=1>	option
        3.0	<laplace=1>	whr
        3.0	<laplace=1>	weigh
<laplace=1>	        5.0	FANTASTIC
       13.0	        6.0	game
        4.0	<laplace=1>	Message
<laplace=1>	        3.0	Polo
        4.0	<laplace=1>	drinks
       48.0	        6.0	why
<laplace=1>	        4.0	Poly
        6.0	<laplace=1>	died
        3.0	<laplace=1>	Touch
        3.0	<laplace=1>	necessarily
        3.0	<laplace=1>	wiskey
        6.0	<laplace=1>	gals
       15.0	        4.0	alone
       15.0	        6.0	wid
        4.0	<laplace=1>	along
        3.0	<laplace=1>	rocks
       26.0	<laplace=1>	wif
<laplace=1>	        5.0	81151
       18.0	<laplace=1>	wil
        4.0	<laplace=1>	diet
        9.0	       29.0	win
       14.0	<laplace=1>	wit
        5.0	        3.0	wiv
<laplace=1>	        3.0	Calls£1/minmoremobsEMSPOBox45PO139WA
<laplace=1>	        9.0	Del
        8.0	<laplace=1>	nxt
        7.0	       12.0	From
        9.0	<laplace=1>	Den
<laplace=1>	        6.0	Luv
        7.0	<laplace=1>	Waiting
<laplace=1>	        8.0	1327
        3.0	<laplace=1>	donno
       19.0	        3.0	Today
        3.0	<laplace=1>	stayin
        3.0	<laplace=1>	various
       13.0	<laplace=1>	Ugh
<laplace=1>	        3.0	txt>
        5.0	<laplace=1>	nyc
        4.0	<laplace=1>	Dey
        6.0	<laplace=1>	didt
        3.0	       26.0	landline
       10.0	        8.0	visit
        4.0	<laplace=1>	headache
<laplace=1>	        4.0	VIP
<laplace=1>	        7.0	user
        3.0	        6.0	ASAP
       22.0	<laplace=1>	bring
       13.0	<laplace=1>	nyt
<laplace=1>	        4.0	80878
<laplace=1>	        3.0	EASTENDERS
        3.0	<laplace=1>	Bright
        5.0	<laplace=1>	losing
        9.0	        5.0	b4
        3.0	<laplace=1>	wkg
        6.0	<laplace=1>	fix
        3.0	<laplace=1>	rang
<laplace=1>	        4.0	saucy
<laplace=1>	       18.0	12hrs
<laplace=1>	        5.0	ac
       61.0	<laplace=1>	sure
        5.0	<laplace=1>	ad
        3.0	<laplace=1>	gang
       32.0	<laplace=1>	ah
        6.0	<laplace=1>	sura
<laplace=1>	       17.0	Bonus
        4.0	<laplace=1>	diff
        6.0	<laplace=1>	al
      178.0	       10.0	am
       85.0	       21.0	an
        3.0	<laplace=1>	panic
        8.0	<laplace=1>	ar
      100.0	       21.0	as
      318.0	       26.0	at
        5.0	<laplace=1>	BEEN
<laplace=1>	       11.0	txts
        3.0	<laplace=1>	turning
<laplace=1>	        3.0	tones2you
        3.0	<laplace=1>	peace
       20.0	       10.0	looking
<laplace=1>	        3.0	09061743806
<laplace=1>	        5.0	08002986906
<laplace=1>	        3.0	TsandCs
       16.0	<laplace=1>	brother
       17.0	<laplace=1>	hurt
        3.0	<laplace=1>	ba
        3.0	<laplace=1>	vijay
        9.0	<laplace=1>	bb
        5.0	<laplace=1>	whos
        3.0	<laplace=1>	tomorro
      292.0	       49.0	be
        4.0	<laplace=1>	prove
<laplace=1>	        5.0	£3/wk
        6.0	<laplace=1>	bf
        4.0	<laplace=1>	Theory
        3.0	<laplace=1>	pickle
<laplace=1>	        4.0	T-Mobile
       15.0	<laplace=1>	bt
       16.0	<laplace=1>	search
        5.0	<laplace=1>	fool
      120.0	       31.0	by
        3.0	<laplace=1>	5+-
<laplace=1>	        3.0	wml
        3.0	<laplace=1>	sitll
        3.0	<laplace=1>	whom
        3.0	<laplace=1>	DON’T
<laplace=1>	        4.0	TsCs087147403231Winawk
        3.0	<laplace=1>	tming
       48.0	<laplace=1>	Did
        3.0	<laplace=1>	foot
        4.0	<laplace=1>	Die
        8.0	       11.0	charge
        4.0	<laplace=1>	MEET
        4.0	<laplace=1>	outstanding
        7.0	<laplace=1>	keeping
        4.0	<laplace=1>	cn
<laplace=1>	       48.0	co
        5.0	<laplace=1>	gaps
        3.0	<laplace=1>	breathe
       21.0	<laplace=1>	food
        4.0	        5.0	fone
        3.0	<laplace=1>	actor
        3.0	<laplace=1>	fly
        5.0	<laplace=1>	deleted
        4.0	<laplace=1>	Thursday
<laplace=1>	        6.0	partner
        6.0	<laplace=1>	Better
        3.0	<laplace=1>	mcat
        7.0	<laplace=1>	wnt
      128.0	<laplace=1>	da
        5.0	<laplace=1>	interview
        5.0	<laplace=1>	essential
       10.0	<laplace=1>	carlos
       21.0	<laplace=1>	de
        4.0	<laplace=1>	invnted
        4.0	<laplace=1>	di
        3.0	<laplace=1>	language
      238.0	       12.0	do
       10.0	        5.0	girls
        3.0	<laplace=1>	dt
       33.0	        4.0	Hello
        3.0	<laplace=1>	girld
        4.0	<laplace=1>	Friday
<laplace=1>	       50.0	won
        3.0	<laplace=1>	warning
        3.0	<laplace=1>	scary
       14.0	<laplace=1>	wot
<laplace=1>	        6.0	ENGLAND
        4.0	<laplace=1>	wow
       12.0	<laplace=1>	needs
        5.0	<laplace=1>	TAKE
       39.0	        9.0	which
        3.0	<laplace=1>	GOODFRIEND
<laplace=1>	        4.0	WINNER
<laplace=1>	       12.0	eg
        7.0	<laplace=1>	eh
        9.0	<laplace=1>	em
        3.0	<laplace=1>	nitros
       32.0	<laplace=1>	never
        3.0	<laplace=1>	celebration
        3.0	<laplace=1>	Isnt
       11.0	<laplace=1>	ex
        3.0	<laplace=1>	piece
       16.0	<laplace=1>	oredi
        4.0	<laplace=1>	brothas
<laplace=1>	        4.0	END
        3.0	<laplace=1>	carry
        7.0	<laplace=1>	fb
        3.0	<laplace=1>	salon
<laplace=1>	        5.0	ENG
        4.0	<laplace=1>	transfered
<laplace=1>	        5.0	mths
<laplace=1>	        3.0	69669
      430.0	      150.0	for
        3.0	<laplace=1>	fo
        3.0	<laplace=1>	wrnog
        3.0	<laplace=1>	mistakes
<laplace=1>	        3.0	3100
       13.0	<laplace=1>	fr
        6.0	<laplace=1>	india
       23.0	<laplace=1>	watching
<laplace=1>	        3.0	REWARD
        8.0	<laplace=1>	JUST
<laplace=1>	       11.0	content
        3.0	<laplace=1>	confirmd
        5.0	<laplace=1>	random
<laplace=1>	        3.0	W1J
       12.0	<laplace=1>	Dude
        3.0	       20.0	rate
<laplace=1>	        4.0	alert
        3.0	<laplace=1>	Ques-
        8.0	<laplace=1>	trouble
       42.0	<laplace=1>	class
       13.0	<laplace=1>	gd
        6.0	<laplace=1>	ge
        3.0	<laplace=1>	gf
        3.0	<laplace=1>	gn
<laplace=1>	        3.0	07/11/04
      218.0	       17.0	go
        5.0	<laplace=1>	texting
        5.0	        4.0	kept
        5.0	<laplace=1>	gt
        3.0	<laplace=1>	gv
<laplace=1>	        4.0	81303
        3.0	<laplace=1>	form
        3.0	<laplace=1>	clark
        4.0	<laplace=1>	management
<laplace=1>	       24.0	500
        3.0	<laplace=1>	ViVa
<laplace=1>	        3.0	3lp
        6.0	<laplace=1>	ha
<laplace=1>	        3.0	Oranges
      111.0	<laplace=1>	he
        5.0	<laplace=1>	HOME
       61.0	        3.0	very
       20.0	<laplace=1>	hi
        5.0	<laplace=1>	practice
        7.0	<laplace=1>	ho
        6.0	<laplace=1>	hr
        3.0	<laplace=1>	Dnt
        4.0	<laplace=1>	speechless
<laplace=1>	        4.0	ipod
        6.0	<laplace=1>	hv
        7.0	<laplace=1>	hw
       24.0	<laplace=1>	else
        3.0	<laplace=1>	four
<laplace=1>	       10.0	mobiles
        3.0	<laplace=1>	Doc
        3.0	<laplace=1>	easily
        3.0	<laplace=1>	ic
       22.0	<laplace=1>	id
       12.0	<laplace=1>	fri
      216.0	       18.0	if
        8.0	<laplace=1>	HOPE
        5.0	<laplace=1>	SOON
        3.0	<laplace=1>	guessing
       14.0	<laplace=1>	frm
        3.0	<laplace=1>	likely
        7.0	<laplace=1>	Don
        3.0	<laplace=1>	goodnite
        8.0	<laplace=1>	il
<laplace=1>	        4.0	Messages
        6.0	<laplace=1>	dint
      130.0	        3.0	im
        4.0	<laplace=1>	issue
      686.0	       61.0	in
        3.0	<laplace=1>	maturity
        3.0	<laplace=1>	pimples
        3.0	<laplace=1>	literally
        3.0	<laplace=1>	lower
        3.0	<laplace=1>	wtf
      550.0	      135.0	is
      437.0	       25.0	it
        8.0	<laplace=1>	somebody
<laplace=1>	        4.0	Matrix3
<laplace=1>	        3.0	txtStop
        4.0	<laplace=1>	iz
        3.0	<laplace=1>	acted
        3.0	<laplace=1>	odi
<laplace=1>	        6.0	50p
       11.0	<laplace=1>	gave
<laplace=1>	        3.0	//careers
       10.0	<laplace=1>	Man
        3.0	<laplace=1>	Map
        3.0	<laplace=1>	sarasota
        6.0	<laplace=1>	become
<laplace=1>	        3.0	07742676969
       18.0	        3.0	May
        3.0	<laplace=1>	wud
        5.0	<laplace=1>	I€˜m
<laplace=1>	        4.0	ENTER
<laplace=1>	        4.0	subscription
        7.0	<laplace=1>	wun
        6.0	<laplace=1>	530
        9.0	<laplace=1>	library
        3.0	<laplace=1>	hmmm
        7.0	<laplace=1>	kb
<laplace=1>	        7.0	09050090044
       10.0	        3.0	sending
        3.0	<laplace=1>	ke
        3.0	<laplace=1>	ability
        3.0	       20.0	camera
        3.0	<laplace=1>	kg
        4.0	<laplace=1>	seemed
        3.0	        4.0	Use
       14.0	<laplace=1>	knew
        5.0	       35.0	draw
        4.0	<laplace=1>	avatar
<laplace=1>	        3.0	m8
       52.0	        5.0	off
        3.0	<laplace=1>	clearing
        4.0	<laplace=1>	generally
        3.0	<laplace=1>	kz
        5.0	<laplace=1>	places
<laplace=1>	        5.0	542
        8.0	<laplace=1>	la
<laplace=1>	        3.0	ShrAcomOrSglSuplt
        8.0	<laplace=1>	complete
        4.0	<laplace=1>	ful
       21.0	       10.0	fun
        3.0	<laplace=1>	Cancer
       32.0	<laplace=1>	ll
        7.0	       13.0	NEW
        9.0	<laplace=1>	Probably
        3.0	<laplace=1>	lo
<laplace=1>	        3.0	4T&
        3.0	<laplace=1>	lt
        3.0	<laplace=1>	lv
       23.0	        4.0	while
        6.0	<laplace=1>	photos
       16.0	<laplace=1>	second
        6.0	<laplace=1>	Read
      388.0	       24.0	that
        3.0	<laplace=1>	i’d
        4.0	<laplace=1>	faster
        4.0	<laplace=1>	ma
        5.0	        5.0	picked
        3.0	<laplace=1>	mb
        3.0	       85.0	www
       36.0	<laplace=1>	than
      615.0	       27.0	me
        3.0	<laplace=1>	i’m
<laplace=1>	       77.0	claim
<laplace=1>	        3.0	FIND
       17.0	<laplace=1>	boytoy
        3.0	<laplace=1>	Kerala
        7.0	<laplace=1>	mo
        8.0	        5.0	months
<laplace=1>	        3.0	o2
        6.0	<laplace=1>	3rd
        7.0	<laplace=1>	mr
        4.0	<laplace=1>	mt
       15.0	<laplace=1>	mu
        5.0	<laplace=1>	Nite
        3.0	<laplace=1>	TRUE
       20.0	        3.0	feeling
<laplace=1>	        4.0	City
      518.0	       11.0	my
        8.0	        6.0	plus
        3.0	<laplace=1>	flowing
        3.0	<laplace=1>	kegger
<laplace=1>	       21.0	entry
        9.0	<laplace=1>	na
        3.0	<laplace=1>	nb
        8.0	<laplace=1>	dream
        4.0	        3.0	EVE
        3.0	<laplace=1>	nd
        4.0	<laplace=1>	ne
        3.0	<laplace=1>	Men
       13.0	<laplace=1>	kiss*
<laplace=1>	        3.0	retrieve
        6.0	<laplace=1>	rays
        4.0	<laplace=1>	Met
        4.0	<laplace=1>	tablets
<laplace=1>	        3.0	09050002311
<laplace=1>	        3.0	Moby
        3.0	<laplace=1>	$50
      135.0	       19.0	no
        6.0	<laplace=1>	bcoz
<laplace=1>	       13.0	code
       10.0	<laplace=1>	Shes
        4.0	<laplace=1>	passionate
<laplace=1>	        7.0	Uve
       13.0	<laplace=1>	nt
       14.0	<laplace=1>	dunno
        4.0	<laplace=1>	keys
<laplace=1>	        3.0	Britney
        5.0	<laplace=1>	nw
        3.0	<laplace=1>	drinkin
       18.0	<laplace=1>	head
<laplace=1>	        4.0	eerie
        3.0	<laplace=1>	kidding
        3.0	<laplace=1>	oil
      439.0	       92.0	of
<laplace=1>	        4.0	GOING
        4.0	<laplace=1>	FRAN
       30.0	<laplace=1>	oh
      122.0	        4.0	ok
        9.0	<laplace=1>	Dun
       26.0	        4.0	hear
        5.0	<laplace=1>	fight
      338.0	      117.0	on
        3.0	<laplace=1>	Reach
       14.0	<laplace=1>	pretty
      185.0	      176.0	or
<laplace=1>	        5.0	Auction
<laplace=1>	       19.0	ringtone
        3.0	<laplace=1>	oz
<laplace=1>	        4.0	Homeowners
        3.0	<laplace=1>	cousin
        3.0	<laplace=1>	intelligent
<laplace=1>	        5.0	CW25WX
       24.0	<laplace=1>	pa
        3.0	<laplace=1>	pc
        3.0	<laplace=1>	painting
        4.0	<laplace=1>	Ranjith
        5.0	<laplace=1>	fyi
        3.0	<laplace=1>	oreo
        5.0	<laplace=1>	easier
<laplace=1>	        3.0	luxury
       11.0	        3.0	pm
        8.0	<laplace=1>	sitting
        3.0	<laplace=1>	po
        3.0	<laplace=1>	HOWS
        3.0	<laplace=1>	Reverse
<laplace=1>	        3.0	Helpline
        5.0	        4.0	registered
        3.0	<laplace=1>	AFTER
        4.0	<laplace=1>	apologise
<laplace=1>	        4.0	09061790121
        6.0	<laplace=1>	Remember
        3.0	<laplace=1>	COLLEGE
        3.0	<laplace=1>	clever
        3.0	<laplace=1>	toshiba
        3.0	<laplace=1>	Tension
<laplace=1>	        3.0	2find
        5.0	<laplace=1>	January
        3.0	        3.0	brand
        3.0	<laplace=1>	promises
<laplace=1>	        4.0	recent
       71.0	       13.0	they
        5.0	<laplace=1>	BLOOD
        3.0	<laplace=1>	Alex
       16.0	        3.0	old
       11.0	<laplace=1>	gotta
        5.0	<laplace=1>	settled
       74.0	        3.0	them
      169.0	        9.0	then
        3.0	<laplace=1>	Hallaq
        3.0	<laplace=1>	seat
<laplace=1>	        4.0	£1450
        5.0	<laplace=1>	rd
       10.0	       10.0	re
        3.0	<laplace=1>	splleing
        3.0	<laplace=1>	twelve
<laplace=1>	        3.0	07781482378
<laplace=1>	        5.0	London
<laplace=1>	        3.0	Close
        6.0	        4.0	starting
        4.0	<laplace=1>	Laughed
       12.0	<laplace=1>	checking
        6.0	<laplace=1>	rs
        6.0	<laplace=1>	belly
<laplace=1>	       10.0	Bluetooth
        6.0	<laplace=1>	ru
        4.0	<laplace=1>	Clos1
        7.0	<laplace=1>	yoga
        6.0	<laplace=1>	cabin
<laplace=1>	       94.0	FREE
       12.0	<laplace=1>	seen
        3.0	<laplace=1>	seem
        5.0	<laplace=1>	Simple
<laplace=1>	        4.0	ABTA
<laplace=1>	        3.0	FREEFONE
        3.0	<laplace=1>	se
       10.0	<laplace=1>	disturb
        7.0	<laplace=1>	omw
       38.0	<laplace=1>	liao
        4.0	<laplace=1>	adore
        5.0	<laplace=1>	lecture
        4.0	<laplace=1>	sn
      285.0	       25.0	so
       17.0	<laplace=1>	email
       22.0	      137.0	Call
        6.0	<laplace=1>	st
        3.0	<laplace=1>	necessary
        5.0	<laplace=1>	decision
      139.0	        6.0	one
        4.0	<laplace=1>	garage
<laplace=1>	        6.0	COLLECT
       18.0	<laplace=1>	started
        5.0	<laplace=1>	oni
        3.0	<laplace=1>	craziest
<laplace=1>	        3.0	iscoming
        3.0	<laplace=1>	ta
        3.0	<laplace=1>	closes
        4.0	<laplace=1>	tb
        4.0	<laplace=1>	flower
        5.0	<laplace=1>	closer
        5.0	<laplace=1>	tc
        5.0	<laplace=1>	single
        3.0	<laplace=1>	pull
       11.0	<laplace=1>	th
        3.0	<laplace=1>	deepak
<laplace=1>	        3.0	orig
<laplace=1>	        3.0	secs
        9.0	<laplace=1>	buying
        5.0	<laplace=1>	tm
        3.0	<laplace=1>	closed
     1200.0	      433.0	to
       16.0	<laplace=1>	smth
<laplace=1>	        3.0	Simply
       11.0	<laplace=1>	Actually
<laplace=1>	        5.0	02/06/03
<laplace=1>	        3.0	alfie
        4.0	<laplace=1>	tt
        4.0	        5.0	country
       25.0	        5.0	tv
        3.0	<laplace=1>	commercial
        4.0	<laplace=1>	Shijas
        6.0	<laplace=1>	willing
        4.0	<laplace=1>	blessings
        3.0	<laplace=1>	reasonable
<laplace=1>	        3.0	08002986030
        3.0	<laplace=1>	aproach
        3.0	<laplace=1>	Name
        3.0	<laplace=1>	sooooo
<laplace=1>	        4.0	amazing
        5.0	<laplace=1>	smokes
        7.0	<laplace=1>	yahoo
<laplace=1>	       41.0	uk
        3.0	<laplace=1>	lick
       19.0	        9.0	details
      253.0	       20.0	up
        3.0	<laplace=1>	drms
<laplace=1>	        3.0	BAHAMAS
      171.0	       89.0	ur
       53.0	        7.0	us
        4.0	<laplace=1>	Another
        3.0	<laplace=1>	treated
       14.0	<laplace=1>	smiling
<laplace=1>	        4.0	18+only
<laplace=1>	        4.0	T&Cs/stop
       11.0	<laplace=1>	usual
        4.0	<laplace=1>	Moji
        3.0	<laplace=1>	xam
      181.0	       47.0	this
<laplace=1>	        4.0	220-CM2
<laplace=1>	        3.0	NOK
        3.0	<laplace=1>	Mmm
        4.0	<laplace=1>	CHEERS
        3.0	<laplace=1>	suppose
        3.0	<laplace=1>	Lucky
        6.0	<laplace=1>	Kids
        3.0	<laplace=1>	modules
